0,1,2,3,4
0.7059901359404357,0.7641700955126035,0.7373967521275389,0.3758952423439903,0.5651999130237823
0.41289303799928634,0.06356528649122828,0.4093472538353672,0.48076848421636964,0.20237658659368152
0.0678394081642385,0.06724769843304446,0.3757935857996052,0.9137165548547508,0.033395330116571253
0.3332910307553626,0.9583301524285498,0.3958973829400514,0.6823961964047267,0.6095073152288847
0.2849677433406932,0.09901423769612372,0.5064784004094897,0.359937418683839,0.5324668048351598
0.2909129284439401,0.8022207129094988,0.948460618846068,0.6780912640270786,0.22513587540799218
0.7341106592122266,0.48257055701206,0.41533778165912094,0.6292636991532016,0.5692474151840499
0.44792952510166306,0.7866562708298944,0.7155047809049931,0.2920918639781491,0.5989316589248543
0.30366246683467535,0.49985444554602165,0.4906659822433931,0.9643982594314541,0.5519214866619607
0.7657463819086237,0.7307948614599504,0.966866926032797,0.8951107499621793,0.4123353327109148
0.2027567053218069,0.3668403825881974,0.8063781784208647,0.4366943606469226,0.8593574566314469
0.6183047604047949,0.12544266034953777,0.22221916151568455,0.7678835837963603,0.5965356746354309
0.8016340061811046,0.15345903524619287,0.7458068450613805,0.5900871024760937,0.5756952848457605
0.9108688504844851,0.23930527318456474,0.5375372192550301,0.3002261289753748,0.7158288531436495
0.10685224138112659,0.7905985022228338,0.5635500673634686,0.031137085529206687,0.675186591640123
0.0010585868841761492,0.5735783465046294,0.4675684027849557,0.09895254386774788,0.10718209080090402
0.5151304535463239,0.4960503285826108,0.4796023476230722,0.8455591042301158,0.08303678293188577
0.32774560343817705,0.8144201680055007,0.7201455360482907,0.9526275076693085,0.04431783880110318
0.24197335613734094,0.23940626025744638,0.8387142124383884,0.8651648454963297,0.5932991117941556
0.925908294045545,0.8945463941101844,0.6340151990721429,0.19437589148596202,0.1732692933087363
0.4423167653187935,0.48411865764290296,0.7267465234143704,0.011643908596080887,0.5481748899134125
0.3693769266382284,0.11556504851662774,0.595253239530499,0.6285382501722462,0.8764552935380233
0.8998467216366207,0.29251205027395777,0.3685625092175592,0.46894494781136054,0.09774120230627215
0.14470290368168115,0.6489624238766644,0.35495671555697195,0.7563978070373372,0.824341618602307
0.7378540164208092,0.5979015421108717,0.639593376400762,0.0722057807455111,0.6096307939859984
